Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2018,12,0.94,1.01,0.94,0.99,2018-12
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,1,0,0.28,0,0.28,2019-01
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,2,0,0.58,0,0.88,2019-02
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,3,0,0.69,0,0.9,2019-03
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,4,0,0.71,0,0.75,2019-04
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,5,0,0.68,0,0.61,2019-05
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,6,0,0.85,0,1.51,2019-06
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,7,0,0.91,0,1.47,2019-07
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,8,0,0.92,0,0.92,2019-08
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,9,0,0.91,0,0.84,2019-09
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,10,0,0.92,0,0.99,2019-10
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,11,0,0.92,0,1.02,2019-11
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2019,12,0,0.93,0,0.95,2019-12
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,1,0,0.97,0,0.97,2020-01
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,2,0,1.25,0,0.64,2020-02
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,3,0,0.74,0,0.73,2020-03
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,4,0,0.55,0,0,2020-04
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,5,0,0.65,0,1.05,2020-05
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,6,0,0.66,0,0.69,2020-06
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,7,0,0.72,0,0.68,2020-07
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,8,0,0.75,0,0.89,2020-08
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,9,0,0.75,0,0.7,2020-09
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,10,0,0.74,0,0.69,2020-10
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,11,0,0.67,0,0.63,2020-11
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2020,12,0,0.7,0,0.37,2020-12
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2021,1,0,0.47,0,0.47,2021-01
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2021,2,0,0.43,0,0.38,2021-02
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2021,3,0,0.47,0,0.53,2021-03
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2021,4,0,0.5,0,0.56,2021-04
74039,0,Bridges and Tunnels,Collisions with Injury Rate,All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.,Safety Indicators,M,D,-,2,2021,5,0,0.55,0,0.74,2021-05
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,1,0,0.6,0,0.6,2008-01
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,2,0,1.3,0,2,2008-02
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,3,0,1.3,0,1.3,2008-03
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,4,0,2.1,0,4.3,2008-04
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,5,0,2.3,0,3.2,2008-05
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,6,0,2.2,0,1.9,2008-06
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,7,0,2.4,0,3.7,2008-07
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,8,0,2.2,0,0.6,2008-08
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,9,0,2.4,0,3.8,2008-09
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,10,0,2.4,0,2.4,2008-10
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,11,0,2.4,0,2.8,2008-11
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2008,12,0,2.9,0,8.3,2008-12
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,1,2.8,0.6,2.8,0.6,2009-01
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,2,2.8,1,2.8,1.4,2009-02
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,3,2.8,1.7,2.8,3.1,2009-03
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,4,2.8,1.8,2.8,1.9,2009-04
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,5,2.8,1.8,2.8,2,2009-05
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,6,2.8,1.8,2.8,1.9,2009-06
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,7,2.8,2.1,2.8,3.8,2009-07
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,8,2.8,2.4,2.8,4,2009-08
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,9,2.8,2.6,2.8,4.6,2009-09
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,10,2.8,2.5,2.8,1.3,2009-10
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,11,2.8,2.4,2.8,1.4,2009-11
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2009,12,2.8,2.6,2.8,4.5,2009-12
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2010,1,2.7,6.1,2.7,6.1,2010-01
74040,0,Bridges and Tunnels,Employee Lost Time Rate,"An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.",Safety Indicators,M,D,-,2,2010,2,2.7,6,2.7,5.9,2010-02
