Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,11,107865301,110793213,9839097,10210097,2010-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,12,117557001,119733630,9691700,8940417,2010-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,1,10485000,8940417,10485000,8940417,2011-01
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,2,19718000,17756342,9233000,8815925,2011-02
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,3,29743000,28545150,10025000,10788808,2011-03
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,4,39890000,38238187,10147000,9693037,2011-04
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,5,49989000,48813054,10099000,10574867,2011-05
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,6,59750000,58973343,9761000,10160289,2011-06
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,7,70235000,68325072,10485000,9351729,2011-07
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,8,80260000,77446169,10025000,9121097,2011-08
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,9,90021000,87596659,9761000,10150490,2011-09
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,10,100506000,98164840,10485000,10568181,2011-10
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,11,110267000,108336245,9761000,10171405,2011-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,12,120605000,118281292,10338000,9945047,2011-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,1,9433000,9578127,9433000,9578127,2012-01
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,2,18653000,19236970,9220000,9658843,2012-02
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,3,29202000,30184234,10549000,10947264,2012-03
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,4,38976000,40144357,9774000,9960123,2012-04
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,5,49622000,51000947,10646000,10856590,2012-05
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,6,59609000,61031884,9987000,10030937,2012-06
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,7,69133000,70608383,9524000,9576499,2012-07
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,8,78723000,80534802,9590000,9926419,2012-08
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,9,88584000,90510547,9861000,9975745,2012-09
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,10,99290000,100500278,10706000,9989731,2012-10
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,11,109234000,109929673,9944000,9429395,2012-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,12,118840000,119731634,9606000,9801961,2012-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,1,9998000,10296651,9998000,10296651,2013-01
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,2,19379000,19924325,9381000,9627674,2013-02
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,3,29353000,30464123,9974000,10539798,2013-03
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,4,39672000,41511810,10319000,11047687,2013-04
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,5,50390000,52750563,10718000,11238753,2013-05
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,6,60029000,62773571,9639000,10023008,2013-06
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,7,69487000,72815323,9458000,10041752,2013-07
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,8,78728000,82729723,9241000,9914400,2013-08
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,9,88689000,93238565,9961000,10508842,2013-09
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,10,99509000,104852192,10820000,11613627,2013-10
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,11,109222000,115007901,9713000,10155709,2013-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,12,118568000,124951185,9346000,9943284,2013-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,1,10213000,9437370,10213000,9437370,2014-01
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,2,19658000,18427769,9445000,8990398.57,2014-02
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,3,30604000,29227649,10946000,10799880,2014-03
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,4,41132000,39786429,10528000,10558780,2014-04
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,5,52138000,50973480,11006000,11187051,2014-05
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,6,62497000,61528756,10359000,10555276,2014-06
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,7,72549000,71918417,10052000,10389661,2014-07
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,8,82166000,81955706,9617000,10037289,2014-08
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,9,92921000,93060431,10755000,11104725,2014-09
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,10,104415000,104870885,11494000,11810454,2014-10
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,11,114368000,115091867,9953000,10220982,2014-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,12,124674000,125581237,10306000,10489370,2014-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,1,10001377,9457874,10001377,9457874,2015-01
